playlist_id,track_id,position,added_date
608,455,16,2024-11-09
608,471,17,2024-08-31
608,265,18,2024-07-29
608,584,19,2024-05-07
608,314,20,2024-07-20
608,895,21,2024-07-16
608,99,22,2024-10-31
608,637,23,2024-01-19
608,524,24,2024-05-24
608,45,25,2024-09-28
851,217,1,2022-07-24
851,605,2,2022-07-14
851,383,3,2022-05-09
851,265,4,2022-07-10
851,766,5,2022-06-05
851,792,6,2022-03-21
851,6,7,2022-11-25
851,931,8,2022-08-20
851,455,9,2022-05-06
851,208,10,2022-02-15
851,224,11,2022-12-13
851,282,12,2022-08-29
851,813,13,2022-02-24
851,185,14,2022-10-05
851,377,15,2022-08-27
851,91,16,2022-06-12
851,358,17,2022-03-05
851,965,18,2022-11-01
851,238,19,2022-12-03
851,978,20,2022-10-27
851,478,21,2022-09-23
851,664,22,2022-09-27
851,132,23,2022-04-07
851,509,24,2023-02-03
851,648,25,2023-01-21
851,699,26,2023-02-12
851,889,27,2022-11-20
851,316,28,2022-05-05
851,474,29,2022-09-03
851,272,30,2022-07-21
851,677,31,2022-06-13
851,117,32,2022-04-13
851,868,33,2022-09-16
851,254,34,2022-06-21
851,199,35,2022-09-25
851,842,36,2022-09-10
851,209,37,2022-06-08
851,770,38,2022-09-10
851,989,39,2022-02-27
851,885,40,2022-02-22
851,362,41,2022-03-25
851,720,42,2022-10-08
851,667,43,2022-11-21
508,725,1,2022-09-05
508,989,2,2022-09-22
508,218,3,2022-07-16
508,601,4,2022-05-01
508,252,5,2022-05-19
508,212,6,2022-07-24
508,91,7,2023-01-20
508,521,8,2023-03-14
508,14,9,2022-09-25
508,953,10,2023-01-17
508,99,11,2022-09-13
508,668,12,2023-01-02
508,564,13,2022-12-23
508,350,14,2022-04-14
508,446,15,2022-08-12
508,660,16,2022-12-08
508,743,17,2023-01-06
508,532,18,2022-03-27
508,707,19,2022-08-27
508,17,20,2022-07-07
508,32,21,2022-09-19
508,122,22,2023-01-05
508,864,23,2022-11-03
290,475,1,2022-07-15
290,823,2,2023-04-02
290,864,3,2022-06-18
290,950,4,2023-04-27
290,730,5,2022-07-28
290,951,6,2023-04-08
290,375,7,2023-03-31
290,189,8,2022-06-13
290,889,9,2023-04-15
290,43,10,2022-08-20
290,412,11,2023-01-03
290,32,12,2023-05-06
290,813,13,2023-02-20
290,583,14,2022-10-28
290,393,15,2022-08-21
290,185,16,2023-01-02
290,638,17,2022-12-16
290,368,18,2022-12-18
290,239,19,2022-06-26
290,95,20,2022-08-29
290,394,21,2023-02-24
290,764,22,2022-10-22
290,965,23,2022-07-30
290,5,24,2023-06-01
290,91,25,2022-06-27
290,930,26,2022-07-18
290,634,27,2023-03-16
779,565,1,2023-06-22
779,108,2,2022-10-06
779,994,3,2023-02-28
779,475,4,2023-02-21
779,901,5,2023-01-08
779,524,6,2023-03-29
779,787,7,2023-07-20
779,911,8,2022-12-29
779,156,9,2023-01-31
779,770,10,2023-07-12
779,652,11,2023-03-12
779,995,12,2023-03-24
779,261,13,2023-09-21
779,701,14,2022-10-31
779,483,15,2022-10-07
530,868,1,2024-02-17
530,619,2,2023-05-20
530,723,3,2024-03-04
530,418,4,2023-12-22
530,873,5,2023-12-13
530,31,6,2023-10-23
530,748,7,2024-01-18
530,576,8,2023-12-13
530,52,9,2023-12-16
530,399,10,2024-01-12
530,942,11,2024-04-14
530,397,12,2024-03-26
530,451,13,2023-06-25
530,557,14,2023-10-15
530,413,15,2023-04-24
238,34,1,2024-05-21
238,911,2,2024-06-08
238,174,3,2024-06-11
238,856,4,2023-09-28
238,930,5,2024-06-10
238,733,6,2023-11-16
238,719,7,2023-11-09
238,836,8,2024-04-25
238,537,9,2024-03-18
238,26,10,2023-10-02
238,372,11,2023-12-31
238,213,12,2023-10-13
238,310,13,2024-05-21
238,907,14,2023-11-23
238,266,15,2024-03-19
238,737,16,2024-08-26
238,122,17,2023-11-24
238,109,18,2024-02-15
238,135,19,2024-04-26
238,284,20,2023-09-26
238,178,21,2024-03-01
238,589,22,2024-05-07
238,871,23,2024-06-18
238,988,24,2024-01-21
238,446,25,2023-12-21
238,835,26,2024-08-17
238,405,27,2023-11-30
238,451,28,2024-09-14
845,161,1,2024-05-05
845,782,2,2023-10-28
845,697,3,2024-07-23
845,119,4,2024-05-19
845,272,5,2023-10-14
845,772,6,2023-10-06
845,995,7,2024-02-20
845,944,8,2024-09-10
845,346,9,2024-02-18
845,755,10,2023-10-22
845,720,11,2023-12-04
845,711,12,2024-09-03
845,167,13,2024-05-28
845,907,14,2024-04-06
845,101,15,2023-11-29
845,368,16,2023-09-25
845,134,17,2024-07-04
845,556,18,2024-04-24
845,335,19,2023-09-26
845,185,20,2023-10-29
845,123,21,2024-02-15
845,309,22,2024-01-04
845,455,23,2024-05-03
845,801,24,2023-09-30
845,483,25,2024-09-07
845,997,26,2024-04-23
845,579,27,2024-09-01
845,841,28,2024-03-19
845,464,29,2024-08-22
845,63,30,2024-09-12
845,94,31,2024-02-23
845,771,32,2024-08-04
845,478,33,2023-11-26
845,58,34,2024-05-03
845,383,35,2024-04-24
845,787,36,2024-07-28
845,38,37,2023-11-12
845,957,38,2024-08-13
845,627,39,2024-04-22
845,342,40,2023-10-20
813,518,1,2023-05-25
813,834,2,2022-11-07
813,239,3,2022-09-25
813,618,4,2023-02-19
813,702,5,2023-02-20
813,58,6,2023-07-27
813,847,7,2023-06-18
813,525,8,2023-06-17
813,979,9,2022-09-22
813,128,10,2023-06-11
813,405,11,2023-06-08
813,734,12,2023-04-06
813,862,13,2022-10-07
813,810,14,2022-11-21
813,690,15,2022-11-09
813,157,16,2023-02-02
813,188,17,2022-12-12
813,81,18,2023-07-16
813,165,19,2022-09-18
813,362,20,2022-11-28
813,257,21,2022-10-07
813,80,22,2023-03-03
813,335,23,2022-10-30
813,832,24,2023-03-28
813,325,25,2023-08-25
813,783,26,2023-03-10
813,31,27,2022-10-04
813,235,28,2023-07-23
813,751,29,2022-10-26
813,445,30,2022-09-25
813,466,31,2023-02-10
813,556,32,2023-04-20
813,574,33,2023-04-04
813,38,34,2023-06-10
813,346,35,2023-05-04
813,986,36,2023-08-16
813,682,37,2023-04-26
813,516,38,2022-09-19
813,770,39,2023-02-23
813,506,40,2023-07-26
813,409,41,2023-04-12
813,633,42,2023-01-05
813,668,43,2023-08-20
813,601,44,2022-11-21
247,626,1,2023-03-17
247,267,2,2023-06-16
247,743,3,2023-05-19
247,61,4,2023-11-28
247,401,5,2023-03-04
247,65,6,2023-05-27
247,407,7,2023-04-05
247,275,8,2023-04-26
247,5,9,2023-03-20
247,508,10,2023-10-05
247,903,11,2023-11-29
247,848,12,2023-10-17
247,455,13,2023-04-06
247,491,14,2022-12-13
247,366,15,2023-08-23
247,274,16,2023-02-15
247,819,17,2023-11-28
247,649,18,2023-07-15
247,494,19,2023-01-14
247,331,20,2023-06-26
247,9,21,2023-08-25
247,846,22,2023-10-28
247,176,23,2023-05-31
247,956,24,2023-11-17
247,720,25,2023-10-18
247,763,26,2023-02-26
247,584,27,2023-10-18
247,710,28,2023-03-25
650,300,1,2022-05-16
650,134,2,2022-01-27
650,883,3,2022-07-20
650,348,4,2021-08-06
650,972,5,2021-08-04
650,749,6,2021-10-18
650,329,7,2021-08-04
921,342,1,2024-01-30
921,734,2,2023-02-20
921,343,3,2023-07-02
921,642,4,2023-03-22
921,809,5,2023-07-27
921,994,6,2023-05-07
921,912,7,2023-05-16
921,94,8,2023-10-08
921,649,9,2023-05-28
921,640,10,2024-01-20
921,580,11,2023-09-16
921,987,12,2023-04-07
921,783,13,2024-01-01
921,862,14,2023-10-20
921,659,15,2023-11-22
921,414,16,2023-10-01
921,38,17,2023-08-05
921,61,18,2023-10-04
921,375,19,2023-06-05
921,725,20,2023-10-26
921,226,21,2023-06-11
921,422,22,2023-09-25
921,505,23,2023-02-18
921,284,24,2023-03-12
921,1000,25,2023-02-21
921,979,26,2023-09-13
800,321,1,2025-04-22
800,856,2,2025-05-24
800,719,3,2024-08-13
800,994,4,2025-05-17
800,172,5,2025-05-15
800,156,6,2024-10-22
198,801,1,2023-03-03
198,77,2,2022-12-17
198,969,3,2023-09-11
198,940,4,2023-04-08
198,370,5,2023-05-29
198,320,6,2023-02-19
198,69,7,2023-07-12
198,768,8,2023-10-03
198,846,9,2023-03-13
198,930,10,2023-08-23
198,107,11,2022-11-23
198,633,12,2023-08-12
198,172,13,2023-08-15
198,278,14,2022-11-04
198,737,15,2023-03-02
198,353,16,2022-12-08
198,857,17,2023-05-20
198,417,18,2023-07-06
198,181,19,2023-01-01
198,469,20,2023-09-24
198,430,21,2023-04-13
198,149,22,2023-05-01
198,645,23,2023-05-28
198,605,24,2022-11-15
198,853,25,2023-08-06
198,700,26,2023-05-03
198,602,27,2023-07-03
198,311,28,2023-06-07
856,744,1,2024-10-19
856,542,2,2024-12-21
856,362,3,2025-07-06
856,741,4,2025-09-04
856,180,5,2025-09-30
856,509,6,2025-08-27
856,221,7,2025-02-06
856,316,8,2025-09-09
856,384,9,2025-08-06
856,960,10,2024-12-28
856,608,11,2025-05-01
856,742,12,2025-02-20
856,671,13,2024-12-04
856,730,14,2024-12-15
856,795,15,2025-04-17
856,129,16,2025-02-20
856,932,17,2025-08-12
856,278,18,2025-01-01
856,209,19,2025-08-01
856,723,20,2025-05-12
856,238,21,2025-07-18
856,7,22,2025-01-10
856,521,23,2025-06-24
856,739,24,2025-09-20
856,446,25,2025-01-18
856,513,26,2025-08-26
856,80,27,2025-06-22
856,361,28,2024-10-03
856,990,29,2024-12-24
856,471,30,2025-07-09
856,122,31,2025-08-24
856,980,32,2025-07-31
856,863,33,2025-01-25
856,563,34,2025-05-09
856,99,35,2025-03-03
856,997,36,2025-03-02
856,342,37,2024-10-12
856,853,38,2025-02-10
856,23,39,2025-07-31
856,478,40,2025-07-20
856,85,41,2025-07-27
856,627,42,2025-05-16
856,333,43,2025-06-28
856,861,44,2024-11-12
856,537,45,2025-09-08
856,659,46,2025-08-22
856,224,47,2025-07-29
856,477,48,2025-09-29
56,772,1,2022-02-04
56,521,2,2022-08-12
56,648,3,2021-10-01
56,97,4,2022-01-03
56,970,5,2021-12-11
56,273,6,2022-05-19
56,739,7,2022-03-17
56,713,8,2022-03-23
56,100,9,2021-09-10
56,630,10,2021-08-24
56,763,11,2022-05-13
56,328,12,2021-08-25
56,588,13,2021-12-14
56,725,14,2021-12-18
56,162,15,2022-02-01
56,308,16,2021-10-26
56,674,17,2022-01-14
56,619,18,2022-03-11
56,320,19,2021-10-03
56,468,20,2022-01-16
56,594,21,2022-07-28
56,91,22,2022-06-04
56,833,23,2021-10-22
56,146,24,2021-10-04
56,994,25,2022-01-14
56,83,26,2021-09-03
56,947,27,2021-11-23
56,435,28,2021-10-14
56,393,29,2022-01-29
56,475,30,2022-03-05
56,209,31,2022-07-26
56,820,32,2022-01-08
56,944,33,2022-01-26
56,598,34,2022-04-14
617,341,1,2024-04-19
617,278,2,2024-07-13
617,974,3,2024-05-31
617,652,4,2024-08-25
617,931,5,2024-03-22
617,754,6,2024-07-07
617,320,7,2024-09-27
617,40,8,2024-11-29
617,660,9,2024-09-22
617,409,10,2024-04-05
617,725,11,2024-08-31
617,359,12,2024-05-09
617,100,13,2024-10-06
617,142,14,2024-01-16
617,668,15,2024-11-08
617,32,16,2024-09-23
617,657,17,2024-10-09
617,353,18,2024-10-17
617,832,19,2024-07-06
617,101,20,2024-03-26
617,542,21,2024-05-17
617,316,22,2024-04-10
617,972,23,2024-02-04
617,199,24,2023-12-23
617,809,25,2024-05-04
617,439,26,2024-04-25
617,583,27,2023-12-14
617,697,28,2024-05-03
617,271,29,2024-01-10
617,939,30,2024-08-04
617,290,31,2024-09-15
617,499,32,2024-11-23
617,612,33,2024-04-04
617,181,34,2024-03-24
617,413,35,2024-04-07
617,927,36,2023-12-16
617,91,37,2024-12-05
617,801,38,2024-08-15
617,38,39,2024-12-09
617,678,40,2024-10-27
617,52,41,2024-04-10
617,798,42,2024-09-22
511,873,1,2023-12-07
511,655,2,2024-06-12
511,248,3,2024-03-20
511,136,4,2024-08-17
511,380,5,2024-03-29
511,457,6,2024-02-21
36,316,1,2024-03-03
36,115,2,2023-11-27
36,979,3,2024-09-03
36,366,4,2024-01-30
36,654,5,2024-04-15
36,457,6,2024-06-24
36,326,7,2024-06-04
36,770,8,2024-06-14
36,17,9,2023-10-17
36,795,10,2024-06-29
36,311,11,2024-06-01
36,214,12,2024-07-28
36,475,13,2024-07-07
36,946,14,2024-03-04
36,337,15,2023-12-26
36,633,16,2024-06-18
36,619,17,2024-08-08
36,982,18,2024-01-10
36,669,19,2024-08-23
36,49,20,2024-07-28
36,117,21,2024-05-17
36,142,22,2023-10-17
36,473,23,2024-02-10
36,972,24,2024-01-17
36,963,25,2023-10-17
726,893,1,2024-03-03
726,134,2,2023-10-26
726,204,3,2024-05-07
726,146,4,2023-09-01
726,889,5,2024-01-27
726,950,6,2023-11-25
726,60,7,2023-09-08
726,733,8,2024-04-10
726,123,9,2023-11-19
726,304,10,2024-01-05
726,521,11,2024-02-24
726,199,12,2023-10-26
726,410,13,2024-03-31
726,999,14,2024-04-27
726,830,15,2024-04-11
726,632,16,2023-11-12
726,473,17,2024-01-21
726,820,18,2024-01-10
726,136,19,2024-07-04
726,381,20,2023-10-29
726,911,21,2023-09-07
726,516,22,2024-03-25
726,828,23,2024-04-23
726,185,24,2024-03-25
726,45,25,2024-02-22
726,697,26,2024-07-28
726,754,27,2024-02-14
726,203,28,2024-02-01
726,494,29,2024-02-05
726,359,30,2024-02-29
726,987,31,2024-03-03
726,556,32,2024-06-28
726,210,33,2024-05-07
726,346,34,2024-02-24
726,850,35,2023-12-20
726,101,36,2024-06-02
726,200,37,2024-03-08
298,513,1,2021-09-21
298,739,2,2021-11-05
298,350,3,2021-11-12
298,944,4,2021-08-23
298,806,5,2021-10-06
298,508,6,2021-11-18
298,401,7,2021-10-23
298,213,8,2021-09-03
298,71,9,2021-08-20
298,518,10,2021-04-21
298,94,11,2022-01-10
298,770,12,2022-01-11
298,842,13,2021-07-24
298,185,14,2021-04-11
298,19,15,2021-04-29
298,432,16,2021-05-13
853,111,1,2024-10-06
853,735,2,2024-11-07
853,706,3,2024-03-06
853,94,4,2024-04-02
853,674,5,2024-06-05
853,452,6,2024-07-23
853,137,7,2024-04-16
853,999,8,2024-06-26
853,52,9,2024-08-30
853,256,10,2024-09-10
853,156,11,2024-05-16
853,770,12,2024-05-31
853,45,13,2024-05-07
853,456,14,2024-11-30
853,833,15,2024-09-02
853,348,16,2024-09-13
853,446,17,2024-06-17
853,179,18,2024-05-27
853,797,19,2024-12-04
853,574,20,2024-10-02
853,976,21,2024-10-02
853,382,22,2024-08-01
853,987,23,2023-12-30
853,642,24,2023-12-29
853,563,25,2024-09-15
853,846,26,2024-09-17
878,225,1,2023-09-17
878,90,2,2023-01-02
878,167,3,2023-04-13
878,516,4,2023-08-11
878,118,5,2023-11-15
878,577,6,2023-12-27
878,770,7,2023-12-19
878,366,8,2023-01-09
878,146,9,2023-10-28
878,319,10,2023-08-18
878,387,11,2023-08-06
878,271,12,2023-03-06
878,162,13,2023-04-21
878,388,14,2023-01-12
878,277,15,2023-03-26
878,865,16,2023-08-21
878,471,17,2023-03-30
878,149,18,2023-11-09
878,136,19,2023-02-22
878,52,20,2023-01-11
878,355,21,2023-07-27
878,638,22,2023-01-13
878,204,23,2023-04-30
878,70,24,2023-01-19
878,754,25,2023-03-15
878,827,26,2023-08-30
878,274,27,2023-08-10
878,834,28,2023-03-10
878,836,29,2023-11-07
878,751,30,2023-07-29
878,916,31,2023-04-10
878,505,32,2023-07-04
878,972,33,2023-05-11
878,614,34,2023-04-20
878,991,35,2023-05-11
878,730,36,2023-01-19
878,103,37,2023-01-23
878,611,38,2023-08-14
878,137,39,2023-06-02
878,911,40,2023-10-19
878,830,41,2023-08-17
878,496,42,2023-11-05
878,17,43,2023-12-24
878,409,44,2023-07-20
878,492,45,2023-02-06
878,57,46,2023-09-16
878,817,47,2023-07-06
878,394,48,2023-02-25
591,999,1,2023-12-04
591,589,2,2023-12-14
591,717,3,2023-06-02
591,449,4,2023-12-02
591,101,5,2023-07-15
591,491,6,2023-08-21
591,678,7,2023-10-22
591,331,8,2023-07-02
591,408,9,2023-10-02
591,257,10,2023-03-23
591,407,11,2023-08-21
591,199,12,2023-03-23
591,81,13,2023-04-23
591,963,14,2023-06-08
591,409,15,2023-04-20
591,829,16,2024-01-29
591,5,17,2023-06-21
591,706,18,2023-05-05
591,266,19,2023-12-26
591,72,20,2023-04-06
591,457,21,2023-06-22
591,873,22,2023-03-26
591,7,23,2023-10-21
591,146,24,2023-05-22
591,935,25,2023-05-28
591,992,26,2024-01-20
591,167,27,2023-10-16
591,385,28,2023-06-02
591,200,29,2023-08-21
627,956,1,2022-02-14
627,546,2,2021-09-13
627,671,3,2021-06-29
627,907,4,2021-10-18
627,516,5,2021-10-06
627,734,6,2021-05-24
627,355,7,2021-04-28
627,458,8,2022-02-07
627,674,9,2022-01-10
627,534,10,2021-10-29
627,820,11,2021-09-15
627,465,12,2021-06-30
627,134,13,2021-06-07
627,638,14,2022-02-16
627,412,15,2021-11-20
627,728,16,2022-03-13
627,983,17,2021-04-05
627,224,18,2021-09-27
627,342,19,2021-09-09
627,468,20,2021-03-22
627,400,21,2021-05-24
627,627,22,2021-07-20
627,378,23,2021-08-22
627,213,24,2021-11-18
627,179,25,2021-10-04
627,727,26,2021-08-10
627,198,27,2021-08-05
627,330,28,2021-09-30
627,394,29,2021-08-16
627,439,30,2021-08-04
627,895,31,2022-01-22
52,309,1,2022-06-29
52,238,2,2022-03-19
52,469,3,2021-11-29
52,811,4,2022-07-13
52,152,5,2021-10-28
52,244,6,2021-12-07
52,626,7,2022-06-07
52,420,8,2022-06-13
52,729,9,2021-11-15
52,280,10,2022-01-07
52,165,11,2021-11-13
52,374,12,2022-05-17
52,155,13,2022-06-21
52,720,14,2022-03-18
52,335,15,2022-07-08
52,827,16,2021-12-30
52,908,17,2022-03-29
52,678,18,2022-04-17
52,791,19,2022-08-05
52,103,20,2022-06-26
52,708,21,2022-06-27
52,348,22,2021-12-15
52,577,23,2021-10-10
52,625,24,2022-07-26
52,516,25,2022-03-15
52,989,26,2021-12-26
52,864,27,2021-12-13
52,526,28,2021-11-26
52,888,29,2021-11-18
52,995,30,2022-05-28
52,67,31,2022-01-14
52,690,32,2022-04-30
52,914,33,2021-11-13
52,762,34,2022-08-14
52,434,35,2022-06-27
52,700,36,2022-06-22
52,445,37,2022-09-03
52,208,38,2022-10-02
52,316,39,2022-06-18
52,734,40,2022-07-12
52,188,41,2022-01-24
52,377,42,2022-09-30
52,521,43,2021-11-11
52,380,44,2022-05-10
52,166,45,2022-02-08
52,751,46,2021-10-10
890,883,1,2025-08-21
890,346,2,2025-08-21
890,682,3,2025-03-23
890,51,4,2025-03-26
890,170,5,2025-04-05
890,574,6,2024-12-31
890,812,7,2024-11-06
890,868,8,2025-06-04
890,699,9,2025-05-26
890,729,10,2025-01-25
890,155,11,2025-04-27
890,601,12,2025-03-28
890,928,13,2025-02-28
890,667,14,2025-02-01
890,637,15,2025-02-18
890,629,16,2024-09-25
890,31,17,2024-10-02
890,795,18,2025-06-25
890,743,19,2025-07-26
890,598,20,2025-07-02
890,6,21,2024-11-05
890,580,22,2025-05-28
890,110,23,2025-02-14
890,134,24,2025-01-19
890,730,25,2025-05-22
890,798,26,2025-07-13
890,169,27,2024-12-08
890,764,28,2025-01-08
890,758,29,2025-08-07
890,966,30,2025-05-20
890,520,31,2025-08-04
890,34,32,2025-06-07
682,960,1,2022-05-14
682,657,2,2023-03-26
682,362,3,2022-12-13
682,744,4,2023-03-04
682,651,5,2022-10-29
682,924,6,2022-11-01
682,808,7,2022-07-29
682,678,8,2022-11-16
682,383,9,2022-08-17
682,19,10,2022-12-12
682,391,11,2022-11-10
682,466,12,2022-07-05
682,183,13,2023-03-25
682,746,14,2022-05-21
682,473,15,2022-05-13
682,584,16,2022-08-25
682,582,17,2022-07-14
682,370,18,2023-02-27
682,834,19,2022-10-12
682,734,20,2022-05-10
384,833,1,2022-11-26
384,674,2,2023-06-11
384,65,3,2023-01-09
384,521,4,2023-05-11
384,243,5,2023-04-20
384,454,6,2023-06-14
384,898,7,2023-01-06
384,380,8,2023-06-02
384,58,9,2022-10-26
384,741,10,2022-12-18
384,457,11,2023-02-17
384,787,12,2023-06-03
384,978,13,2023-03-13
384,266,14,2023-06-28
384,128,15,2023-03-08
384,66,16,2022-09-08
384,982,17,2023-02-10
384,49,18,2022-10-05
384,667,19,2023-04-19
85,748,1,2022-09-30
85,857,2,2022-01-04
85,316,3,2022-01-20
85,254,4,2022-06-01
85,217,5,2022-09-23
85,384,6,2022-02-22
85,871,7,2022-07-21
85,162,8,2022-05-28
85,516,9,2022-09-08
85,440,10,2022-08-11
85,912,11,2022-03-29
85,680,12,2022-02-21
85,94,13,2022-04-10
85,149,14,2021-11-21
85,556,15,2022-08-01
85,257,16,2022-04-11
85,418,17,2022-02-16
85,947,18,2021-11-15
85,584,19,2022-09-21
85,422,20,2022-01-01
85,178,21,2022-07-25
85,772,22,2022-09-09
85,454,23,2022-06-05
85,5,24,2022-04-13
85,574,25,2022-08-17
85,241,26,2022-01-17
85,0,27,2022-10-01
85,661,28,2022-08-09
85,751,29,2022-05-24
85,828,30,2022-06-25
85,430,31,2022-09-12
85,681,32,2021-11-09
85,379,33,2022-08-04
85,657,34,2021-11-13
85,916,35,2021-10-20
85,278,36,2022-09-12
85,311,37,2022-07-07
85,156,38,2022-08-06
85,189,39,2021-12-01
85,91,40,2022-04-04
85,652,41,2021-11-13
85,601,42,2021-11-11
85,223,43,2022-04-13
85,803,44,2022-06-27
85,222,45,2022-02-27
85,371,46,2022-09-01
85,692,47,2022-02-07
85,550,48,2021-11-18
505,751,1,2024-05-07
505,192,2,2023-10-09
505,983,3,2023-10-22
505,812,4,2024-03-17
505,181,5,2023-07-19
505,725,6,2023-12-11
505,669,7,2024-06-22
901,304,1,2024-10-06
901,580,2,2024-09-26
901,780,3,2024-09-19
901,848,4,2024-04-02
901,734,5,2024-05-11
901,725,6,2024-03-25
901,781,7,2024-02-28
901,965,8,2024-04-17
901,969,9,2024-01-16
901,161,10,2024-06-22
901,32,11,2024-12-15
901,348,12,2024-12-05
901,707,13,2024-09-30
901,249,14,2024-06-29
901,963,15,2024-05-21
901,690,16,2024-06-06
901,833,17,2024-11-16
901,271,18,2024-01-27
901,272,19,2024-02-18
901,107,20,2024-01-09
901,337,21,2024-12-11
901,840,22,2024-03-01
901,182,23,2024-02-03
901,341,24,2024-05-25
901,212,25,2024-10-25
901,409,26,2024-04-13
901,838,27,2024-03-26
901,551,28,2024-06-01
901,114,29,2024-10-02
901,256,30,2024-05-21
901,764,31,2023-12-24
901,5,32,2024-06-30
901,49,33,2024-02-11
901,417,34,2024-11-02
901,875,35,2024-06-27
901,69,36,2024-02-02
901,719,37,2024-05-13
901,842,38,2024-09-17
901,526,39,2024-05-22
901,98,40,2024-07-06
901,796,41,2024-04-21
863,32,1,2025-08-16
863,328,2,2024-11-12
863,112,3,2024-11-20
863,551,4,2024-10-21
863,355,5,2025-05-24
863,180,6,2025-02-07
863,9,7,2025-02-08
863,452,8,2025-09-04
863,794,9,2025-04-28
863,156,10,2024-10-27
