session_id,user_id,track_id,artist_id,genre_id,playlist_id,device_id,country_code,subscription_tier,listen_start_ts,listen_seconds,skipped,session_weekday,new_artist_discovered,estimated_revenue_usd
26,456,19,890,433,654,702,ZA,Premium,2022-08-28 17:21:00,217,False,Sunday,True,0.004
27,456,678,604,859,355,259,ZA,Premium,2022-08-12 00:32:00,162,False,Friday,False,0.004
28,456,253,52,718,77,336,FR,Premium,2022-08-27 06:48:00,203,False,Saturday,False,0.004
29,456,169,684,736,961,723,ZA,Premium,2023-03-10 18:10:00,43,True,Friday,False,0.004
30,456,791,603,859,989,155,ZA,Premium,2024-03-26 13:08:00,175,False,Tuesday,False,0.004
31,456,969,606,859,631,884,ZA,Free,2023-06-27 21:11:00,10,True,Tuesday,False,0.0005
32,456,127,615,859,323,1000,ZA,Premium,2023-01-01 16:12:00,216,False,Sunday,False,0.004
33,456,999,505,128,596,437,ZA,Premium,2024-08-12 22:29:00,18,True,Monday,False,0.0
34,456,408,320,201,775,190,ZA,Premium,2023-03-16 13:11:00,33,True,Thursday,False,0.004
35,456,671,604,859,307,865,ZA,Premium,2024-12-27 17:45:00,194,False,Friday,False,0.004
36,456,791,603,859,714,661,ZA,Premium,2024-05-10 09:54:00,157,False,Friday,False,0.004
37,456,669,65,128,37,34,ZA,Premium,2024-06-23 08:19:00,175,False,Sunday,False,0.004
38,456,379,489,718,972,24,ZA,Premium,2024-09-22 21:21:00,140,False,Sunday,False,0.004
39,456,492,634,698,948,634,ZA,Premium,2022-11-05 06:53:00,141,False,Saturday,False,0.004
40,456,430,604,859,180,810,ZA,Premium,2024-02-29 15:24:00,148,False,Thursday,False,0.004
41,456,197,115,128,954,269,ZA,Free,2023-05-16 09:55:00,147,False,Tuesday,False,0.0074
42,456,136,300,201,436,846,ZA,Premium,2023-02-26 21:56:00,163,False,Sunday,False,0.004
43,456,5,772,86,39,758,ZA,Premium,2022-11-09 17:53:00,153,False,Wednesday,False,0.004
44,456,405,961,527,535,105,ZA,Premium,2022-08-23 11:43:00,165,False,Tuesday,False,0.004
45,456,401,632,698,605,907,ZA,Premium,2024-01-31 01:25:00,213,False,Wednesday,True,0.004
46,456,791,603,859,377,41,ZA,Premium,2023-02-02 15:03:00,185,False,Thursday,False,0.004
47,456,136,300,201,948,302,ZA,Premium,2022-08-14 13:38:00,157,False,Sunday,False,0.004
48,456,136,300,201,895,912,ZA,Premium,2022-09-03 12:31:00,139,False,Saturday,False,0.004
49,456,969,606,859,170,948,ZA,Free,2023-07-21 14:32:00,18,True,Friday,False,0.0009
50,456,969,606,859,736,9,ZA,Premium,2024-02-18 20:32:00,20,True,Sunday,False,0.0
51,456,791,603,859,583,432,ZA,Premium,2023-02-17 20:58:00,85,False,Friday,False,0.004
52,456,791,603,859,162,776,ZA,Premium,2024-02-04 18:46:00,139,False,Sunday,False,0.004
53,456,791,603,859,308,190,ZA,Premium,2024-02-19 13:24:00,176,False,Monday,False,0.004
54,456,408,320,201,700,650,ZA,Premium,2022-05-07 18:12:00,163,False,Saturday,False,0.004
55,456,545,731,718,840,507,ZA,Premium,2022-06-26 17:04:00,144,False,Sunday,False,0.004
56,456,175,865,736,425,604,ZA,Premium,2022-04-28 07:35:00,171,False,Thursday,True,0.004
57,456,590,847,736,217,955,ZA,Premium,2024-09-11 07:57:00,22,True,Wednesday,True,0.0
58,456,417,607,859,688,827,ZA,Premium,2024-06-12 02:47:00,7,True,Wednesday,False,0.0
59,456,408,320,201,52,266,ZA,Free,2022-02-14 11:11:00,14,True,Monday,False,0.0007
60,456,983,736,718,721,483,ZA,Premium,2022-12-10 18:26:00,155,False,Saturday,True,0.004
61,456,336,851,736,692,27,ZA,Premium,2024-05-25 15:17:00,138,False,Saturday,True,0.004
62,456,692,167,433,999,15,ZA,Premium,2022-10-31 08:44:00,193,False,Monday,False,0.004
63,456,791,603,859,815,279,ZA,Premium,2024-03-06 21:56:00,17,True,Wednesday,False,0.0
64,456,408,320,201,907,5,ZA,Premium,2022-11-25 19:36:00,120,False,Friday,False,0.004
65,456,774,446,718,240,906,ZA,Premium,2024-11-29 17:14:00,171,False,Friday,True,0.004
66,456,136,300,201,980,341,ZA,Premium,2022-08-15 19:25:00,25,True,Monday,False,0.0
67,456,454,833,128,500,473,ZA,Premium,2022-06-03 17:19:00,129,False,Friday,True,0.004
68,456,136,300,201,498,997,ZA,Premium,2022-12-02 08:28:00,171,False,Friday,False,0.004
69,456,98,387,89,966,953,ZA,Premium,2022-09-23 21:44:00,21,True,Friday,False,0.0
70,456,408,320,201,272,483,ZA,Premium,2022-12-31 10:06:00,153,False,Saturday,False,0.004
71,456,812,616,859,162,147,ZA,Premium,2022-08-01 19:38:00,42,True,Monday,False,0.004
72,456,203,569,128,307,287,AU,Premium,2023-12-14 22:19:00,157,False,Thursday,False,0.004
73,456,236,312,201,356,41,ZA,Premium,2022-05-20 07:28:00,153,False,Friday,True,0.004
74,456,897,291,201,977,951,ZA,Premium,2022-10-15 18:43:00,175,False,Saturday,False,0.004
75,456,791,603,859,675,341,ZA,Premium,2024-09-28 17:19:00,41,True,Saturday,False,0.004
76,456,791,603,859,870,32,ZA,Premium,2024-07-05 10:08:00,175,False,Friday,False,0.004
77,456,253,52,718,533,806,ZA,Premium,2024-08-26 22:31:00,168,False,Monday,False,0.004
78,456,430,604,859,138,350,ZA,Premium,2024-07-22 19:06:00,144,False,Monday,False,0.004
79,456,775,183,433,385,80,ZA,Premium,2022-10-23 07:54:00,138,False,Sunday,False,0.004
80,456,408,320,201,812,245,ZA,Premium,2022-12-25 12:10:00,147,False,Sunday,False,0.004
81,456,435,432,86,298,881,ZA,Premium,2023-01-17 21:10:00,207,False,Tuesday,False,0.004
82,456,791,603,859,198,779,ZA,Free,2023-07-03 09:44:00,142,False,Monday,False,0.0071
83,456,878,630,698,260,485,ZA,Premium,2024-10-15 21:30:00,196,False,Tuesday,False,0.004
84,456,223,34,718,881,503,ZA,Premium,2022-04-26 07:54:00,179,False,Tuesday,True,0.004
85,456,408,320,201,562,854,ZA,Free,2023-09-07 17:31:00,21,True,Thursday,False,0.001
86,456,678,604,859,844,639,AU,Premium,2022-10-30 09:04:00,195,False,Sunday,False,0.004
87,456,430,604,859,688,997,ZA,Premium,2023-11-28 07:38:00,177,False,Tuesday,False,0.004
88,456,995,906,433,313,784,ZA,Premium,2022-07-13 16:49:00,9,True,Wednesday,False,0.0
89,456,718,295,201,1,147,ZA,Free,2023-07-07 12:22:00,42,True,Friday,False,0.0021
90,456,787,319,201,977,9,ZA,Premium,2024-03-01 12:42:00,161,False,Friday,False,0.004
91,456,430,604,859,700,676,ZA,Premium,2022-07-23 19:50:00,222,False,Saturday,False,0.004
92,456,408,320,201,858,830,ZA,Premium,2022-03-19 13:44:00,12,True,Saturday,False,0.0
93,456,281,300,201,576,876,ZA,Premium,2024-02-27 20:13:00,197,False,Tuesday,False,0.004
94,456,295,364,201,762,989,ZA,Premium,2024-02-19 14:56:00,175,False,Monday,False,0.004
95,456,408,320,201,262,715,ZA,Premium,2022-03-30 08:30:00,36,True,Wednesday,False,0.004
96,456,417,607,859,154,825,ZA,Free,2023-10-07 20:47:00,150,False,Saturday,False,0.0075
97,456,969,606,859,844,189,ZA,Premium,2024-11-01 10:13:00,128,False,Friday,False,0.004
98,456,569,652,698,966,689,ZA,Premium,2023-01-12 20:39:00,143,False,Thursday,False,0.004
99,456,189,754,718,196,790,SE,Premium,2024-12-25 22:23:00,221,False,Wednesday,True,0.004
100,456,969,606,859,858,187,ZA,Free,2023-04-29 22:03:00,230,False,Saturday,False,0.0115
101,456,146,281,201,436,6,ZA,Premium,2024-10-01 21:24:00,177,False,Tuesday,True,0.004
102,456,236,312,201,869,368,ZA,Free,2022-02-21 10:09:00,165,False,Monday,False,0.0082
103,456,678,604,859,885,1,ZA,Premium,2022-11-20 15:07:00,157,False,Sunday,False,0.004
104,456,791,603,859,823,800,ZA,Premium,2023-12-25 15:25:00,200,False,Monday,False,0.004
105,456,791,603,859,403,547,ZA,Premium,2022-12-10 20:46:00,164,False,Saturday,False,0.004
106,456,430,604,859,528,426,ZA,Premium,2022-05-11 17:01:00,144,False,Wednesday,False,0.004
107,456,127,615,859,643,319,ZA,Premium,2022-12-31 12:59:00,128,False,Saturday,False,0.004
108,456,791,603,859,459,379,ZA,Premium,2024-11-15 11:28:00,197,False,Friday,False,0.004
109,456,388,643,698,758,32,ZA,Premium,2022-12-11 07:55:00,21,True,Sunday,False,0.0
110,456,678,604,859,596,426,ZA,Premium,2023-02-04 09:03:00,159,False,Saturday,False,0.004
111,456,791,603,859,65,259,DE,Premium,2022-12-18 06:22:00,177,False,Sunday,False,0.004
112,456,136,300,201,815,97,ZA,Free,2023-08-22 12:59:00,22,True,Tuesday,False,0.0011
113,456,783,650,698,43,784,ZA,Free,2023-10-15 12:27:00,194,False,Sunday,False,0.0097
114,456,197,115,128,151,284,ZA,Premium,2022-04-24 06:12:00,155,False,Sunday,False,0.004
115,456,651,596,718,961,524,ZA,Premium,2022-05-07 20:29:00,163,False,Saturday,False,0.004
116,456,678,604,859,778,905,ZA,Premium,2022-12-24 15:45:00,28,True,Saturday,False,0.0
117,456,791,603,859,64,212,ZA,Premium,2024-07-18 18:00:00,180,False,Thursday,False,0.004
118,456,494,704,86,617,5,ZA,Premium,2022-07-31 08:28:00,179,False,Sunday,False,0.004
119,456,408,320,201,475,679,ZA,Free,2023-03-31 12:52:00,185,False,Friday,False,0.0093
120,456,494,704,86,63,788,ZA,Premium,2024-12-22 07:09:00,13,True,Sunday,False,0.0
121,456,949,175,433,432,138,ZA,Premium,2022-08-12 21:33:00,177,False,Friday,False,0.004
122,456,569,652,698,989,635,ZA,Free,2022-02-25 06:26:00,18,True,Friday,False,0.0009
123,456,85,660,698,808,851,ZA,Premium,2022-07-04 03:07:00,146,False,Monday,True,0.004
124,456,678,604,859,369,473,ZA,Premium,2022-10-28 23:22:00,160,False,Friday,False,0.004
125,456,146,281,201,675,82,ZA,Premium,2022-11-08 10:41:00,149,False,Tuesday,False,0.004
126,456,85,660,698,167,308,ZA,Premium,2022-09-13 22:14:00,129,False,Tuesday,False,0.004
127,456,669,65,128,954,407,ZA,Premium,2022-09-22 13:32:00,207,False,Thursday,False,0.004
128,456,64,595,736,462,521,ZA,Premium,2024-04-27 12:39:00,23,True,Saturday,False,0.0
129,456,430,604,859,236,43,FR,Premium,2023-01-21 12:25:00,27,True,Saturday,False,0.0
130,456,430,604,859,980,732,ZA,Premium,2022-08-05 23:02:00,147,False,Friday,False,0.004
131,456,417,607,859,659,604,ZA,Premium,2023-03-01 15:30:00,95,False,Wednesday,False,0.004
132,456,373,858,736,926,598,ZA,Premium,2023-03-03 20:58:00,94,False,Friday,False,0.004
133,456,791,603,859,288,4,ZA,Premium,2022-12-22 16:21:00,168,False,Thursday,False,0.004
134,456,281,300,201,455,612,ZA,Premium,2024-06-02 11:36:00,172,False,Sunday,False,0.004
135,456,6,9,718,44,844,ZA,Premium,2024-04-24 21:32:00,208,False,Wednesday,False,0.004
136,456,978,524,128,634,851,CA,Premium,2022-07-31 09:23:00,148,False,Sunday,True,0.004
137,456,430,604,859,953,851,ZA,Premium,2023-11-11 18:27:00,171,False,Saturday,False,0.004
138,456,408,320,201,845,771,ZA,Premium,2022-03-21 06:41:00,151,False,Monday,False,0.004
139,456,430,604,859,917,661,ZA,Premium,2022-11-06 19:50:00,184,False,Sunday,False,0.004
140,456,838,288,201,953,810,ZA,Premium,2022-10-10 13:47:00,169,False,Monday,False,0.004
141,456,281,300,201,633,179,ZA,Premium,2023-01-11 19:03:00,18,True,Wednesday,False,0.0
142,456,336,851,736,318,944,ZA,Premium,2024-04-02 21:47:00,204,False,Tuesday,False,0.004
143,456,377,666,128,17,147,ZA,Premium,2024-07-08 14:06:00,13,True,Monday,False,0.0
144,456,136,300,201,149,803,ZA,Premium,2022-12-12 08:57:00,218,False,Monday,False,0.004
145,456,110,925,527,864,733,ZA,Premium,2022-11-27 08:21:00,167,False,Sunday,False,0.004
146,456,63,194,433,773,634,ZA,Premium,2023-01-19 12:04:00,31,True,Thursday,True,0.004
147,456,435,432,86,928,220,ZA,Premium,2022-12-03 12:16:00,185,False,Saturday,False,0.004
148,456,27,256,128,588,663,ZA,Premium,2022-10-06 18:12:00,7,True,Thursday,False,0.0
149,456,678,604,859,91,707,ZA,Premium,2022-06-30 19:09:00,179,False,Thursday,False,0.004
150,456,408,320,201,978,860,ZA,Premium,2022-05-19 18:54:00,130,False,Thursday,False,0.004
151,456,348,380,89,93,402,ZA,Premium,2024-06-24 19:37:00,194,False,Monday,True,0.004
152,456,131,686,89,545,442,ZA,Premium,2023-01-13 12:07:00,29,True,Friday,False,0.0
153,456,408,320,201,688,552,ZA,Premium,2024-01-04 20:00:00,16,True,Thursday,False,0.0
154,456,457,704,86,50,204,ZA,Premium,2024-04-05 11:28:00,179,False,Friday,False,0.004
155,456,791,603,859,272,26,ZA,Premium,2023-01-22 09:53:00,139,False,Sunday,False,0.004
156,456,430,604,859,941,208,ZA,Premium,2022-09-14 18:31:00,191,False,Wednesday,False,0.004
157,456,769,379,89,484,671,JP,Premium,2022-07-24 20:24:00,7,True,Sunday,False,0.0
158,456,188,630,698,653,817,ZA,Premium,2022-12-09 12:03:00,195,False,Friday,False,0.004
159,456,408,320,201,289,512,ZA,Premium,2022-12-11 19:11:00,141,False,Sunday,False,0.004
160,456,671,604,859,165,886,ZA,Premium,2024-03-07 08:34:00,174,False,Thursday,False,0.004
161,456,281,300,201,523,220,ZA,Free,2023-08-18 19:56:00,189,False,Friday,False,0.0094
162,456,214,223,433,325,547,ZA,Premium,2024-10-17 19:59:00,137,False,Thursday,False,0.004
163,456,430,604,859,420,810,ZA,Premium,2024-08-18 09:09:00,147,False,Sunday,False,0.004
164,456,629,814,718,287,265,ZA,Premium,2023-02-04 22:35:00,157,False,Saturday,False,0.004
165,456,479,547,718,272,548,ZA,Premium,2023-02-12 21:45:00,98,False,Sunday,False,0.004
166,456,678,604,859,353,341,ZA,Premium,2022-11-27 10:09:00,25,True,Sunday,False,0.0
167,456,430,604,859,291,109,ZA,Premium,2023-12-25 08:22:00,21,True,Monday,False,0.0
168,456,136,300,201,646,393,ZA,Premium,2022-11-27 22:13:00,160,False,Sunday,False,0.004
169,456,720,556,718,800,975,ZA,Premium,2022-11-17 16:13:00,143,False,Thursday,True,0.004
170,456,608,923,527,262,867,DE,Premium,2024-07-30 13:23:00,183,False,Tuesday,True,0.004
171,456,969,606,859,901,155,ZA,Free,2023-05-15 13:35:00,115,False,Monday,False,0.0058
172,456,157,960,527,829,218,FR,Premium,2022-08-03 17:02:00,199,False,Wednesday,False,0.004
173,456,812,616,859,605,808,ZA,Premium,2022-10-21 09:01:00,14,True,Friday,False,0.0
174,456,946,262,128,802,653,ZA,Premium,2022-11-19 21:52:00,133,False,Saturday,True,0.004
175,456,867,108,527,378,864,ZA,Premium,2022-11-03 08:35:00,152,False,Thursday,False,0.004
176,456,383,497,718,659,153,ZA,Premium,2022-11-14 17:35:00,8,True,Monday,False,0.0
177,456,336,851,736,156,15,AU,Premium,2024-06-07 00:41:00,115,False,Friday,False,0.004
178,456,397,301,201,294,548,AU,Premium,2023-03-05 19:45:00,44,True,Sunday,False,0.004
179,456,343,435,86,4,194,ZA,Premium,2023-03-14 08:09:00,109,False,Tuesday,False,0.004
180,456,733,926,527,880,483,ZA,Premium,2022-08-07 12:23:00,142,False,Sunday,False,0.004
181,456,265,24,128,652,586,ZA,Premium,2022-11-13 13:32:00,15,True,Sunday,True,0.0
182,456,408,320,201,540,322,ZA,Premium,2022-07-02 12:46:00,36,True,Saturday,False,0.004
183,456,408,320,201,411,284,ZA,Premium,2022-07-02 11:17:00,152,False,Saturday,False,0.004
184,456,281,300,201,536,645,ZA,Premium,2022-06-11 20:09:00,185,False,Saturday,False,0.004
185,456,430,604,859,717,749,ZA,Premium,2024-06-25 21:11:00,176,False,Tuesday,False,0.004
186,456,812,616,859,158,9,ZA,Free,2023-07-09 12:48:00,168,False,Sunday,False,0.0084
187,456,791,603,859,405,646,ZA,Free,2023-06-24 06:06:00,150,False,Saturday,False,0.0075
188,456,791,603,859,748,639,ZA,Free,2023-08-30 21:27:00,31,True,Wednesday,False,0.0016
189,456,110,925,527,198,599,ZA,Premium,2023-01-21 23:12:00,168,False,Saturday,False,0.004
190,456,281,300,201,917,822,ZA,Premium,2022-06-24 18:32:00,40,True,Friday,False,0.004
191,456,127,615,859,407,865,ZA,Premium,2024-08-07 19:24:00,137,False,Wednesday,False,0.004
192,456,812,616,859,62,312,ZA,Free,2022-03-02 19:18:00,121,False,Wednesday,False,0.006
193,456,678,604,859,791,259,ZA,Free,2023-05-05 06:32:00,11,True,Friday,False,0.0005
194,456,268,927,527,426,485,ZA,Premium,2022-08-31 20:26:00,145,False,Wednesday,True,0.004
195,456,645,310,201,977,75,SE,Premium,2024-01-31 14:02:00,194,False,Wednesday,True,0.004
196,456,235,997,718,714,509,ZA,Premium,2023-12-29 19:55:00,194,False,Friday,True,0.004
197,456,678,604,859,685,116,ZA,Premium,2022-10-16 20:44:00,150,False,Sunday,False,0.004
198,456,783,650,698,178,653,ZA,Premium,2022-05-09 22:35:00,133,False,Monday,False,0.004
199,456,791,603,859,42,597,ZA,Premium,2024-11-26 13:07:00,139,False,Tuesday,False,0.004
200,456,629,814,718,618,384,ZA,Premium,2024-12-08 01:03:00,186,False,Sunday,False,0.004
201,456,408,320,201,859,294,ZA,Premium,2022-05-14 07:10:00,17,True,Saturday,False,0.0
202,456,268,927,527,512,41,ZA,Premium,2022-03-22 08:23:00,40,True,Tuesday,False,0.004
203,456,812,616,859,343,733,ZA,Premium,2024-06-18 00:25:00,145,False,Tuesday,False,0.004
204,456,397,301,201,925,578,ZA,Premium,2022-06-22 09:49:00,180,False,Wednesday,False,0.004
205,456,136,300,201,409,779,ZA,Premium,2022-08-23 16:06:00,185,False,Tuesday,False,0.004
206,456,812,616,859,976,236,ZA,Premium,2022-03-13 14:22:00,204,False,Sunday,False,0.004
207,456,791,603,859,253,732,ZA,Premium,2023-03-02 14:59:00,13,True,Thursday,False,0.0
208,456,735,316,201,288,310,ZA,Premium,2022-04-16 08:00:00,183,False,Saturday,False,0.004
209,456,783,650,698,946,266,ZA,Premium,2024-07-04 15:35:00,184,False,Thursday,False,0.004
210,456,546,661,698,616,366,ZA,Free,2023-11-05 13:26:00,156,False,Sunday,False,0.0078
211,456,678,604,859,308,790,ZA,Premium,2022-05-08 02:04:00,183,False,Sunday,False,0.004
212,456,408,320,201,126,989,ZA,Premium,2023-02-25 14:16:00,44,True,Saturday,False,0.004
213,456,791,603,859,775,348,ZA,Premium,2023-01-06 17:06:00,13,True,Friday,False,0.0
214,456,408,320,201,147,936,ZA,Premium,2022-04-30 06:53:00,124,False,Saturday,False,0.004
215,456,576,300,201,533,483,ZA,Premium,2023-12-26 01:32:00,42,True,Tuesday,False,0.004
216,456,388,643,698,300,179,ZA,Premium,2022-11-12 22:30:00,130,False,Saturday,False,0.004
217,456,400,285,201,113,58,DE,Premium,2024-07-21 21:43:00,182,False,Sunday,False,0.004
218,456,977,939,527,504,592,ZA,Premium,2022-11-22 08:21:00,217,False,Tuesday,False,0.004
219,456,136,300,201,4,906,ZA,Free,2023-10-15 08:18:00,42,True,Sunday,False,0.0021
220,456,706,537,128,751,548,ZA,Premium,2024-12-27 21:28:00,158,False,Friday,False,0.004
221,456,408,320,201,839,284,ZA,Free,2022-02-20 20:23:00,39,True,Sunday,False,0.002
222,456,872,49,718,847,558,ZA,Premium,2022-06-04 21:00:00,11,True,Saturday,False,0.0
223,456,430,604,859,64,527,CA,Premium,2022-06-25 10:43:00,43,True,Saturday,False,0.004
224,456,629,814,718,37,412,ZA,Premium,2022-12-17 08:39:00,21,True,Saturday,False,0.0
225,456,180,778,86,614,948,ZA,Premium,2023-02-20 20:48:00,102,False,Monday,False,0.004
226,456,532,779,86,474,644,ZA,Free,2023-10-06 00:45:00,8,True,Friday,False,0.0004
227,456,281,300,201,264,322,ZA,Premium,2023-01-18 07:54:00,161,False,Wednesday,False,0.004
228,456,618,868,736,80,867,ZA,Premium,2022-09-13 13:23:00,174,False,Tuesday,False,0.004
229,456,430,604,859,459,261,ZA,Premium,2022-08-23 11:19:00,40,True,Tuesday,False,0.004
230,456,408,320,201,432,878,ZA,Free,2022-02-20 10:47:00,202,False,Sunday,False,0.0101
231,456,371,274,128,75,407,ZA,Free,2023-11-06 12:05:00,134,False,Monday,False,0.0067
232,456,791,603,859,476,695,ZA,Premium,2023-01-14 11:03:00,41,True,Saturday,False,0.004
233,456,64,595,736,829,207,ZA,Premium,2024-12-26 17:44:00,168,False,Thursday,False,0.004
234,456,400,285,201,956,176,ZA,Premium,2022-10-25 19:21:00,131,False,Tuesday,False,0.004
235,456,281,300,201,524,699,ZA,Premium,2024-06-07 07:00:00,185,False,Friday,False,0.004
236,456,678,604,859,984,510,ZA,Premium,2024-01-25 08:30:00,139,False,Thursday,False,0.004
237,456,840,650,698,869,43,ZA,Free,2023-06-15 09:44:00,9,True,Thursday,False,0.0004
238,456,301,109,527,820,645,ZA,Premium,2024-06-09 00:09:00,174,False,Sunday,False,0.004
239,456,26,925,527,553,677,ZA,Premium,2022-10-16 08:28:00,177,False,Sunday,False,0.004
240,456,702,687,89,440,806,ZA,Premium,2024-06-16 16:09:00,135,False,Sunday,False,0.004
241,456,281,300,201,829,26,ZA,Premium,2022-03-17 14:21:00,150,False,Thursday,False,0.004
242,456,649,727,718,71,521,ZA,Premium,2022-08-14 12:06:00,158,False,Sunday,True,0.004
243,456,791,603,859,196,509,ZA,Free,2023-07-30 13:54:00,129,False,Sunday,False,0.0064
244,456,774,446,718,4,635,ZA,Premium,2024-07-12 21:35:00,147,False,Friday,False,0.004
245,456,791,603,859,679,676,ZA,Free,2023-06-04 16:13:00,44,True,Sunday,False,0.0022
246,456,265,24,128,35,453,ZA,Free,2023-05-25 08:56:00,160,False,Thursday,False,0.008
247,456,408,320,201,39,604,ZA,Premium,2024-07-18 08:51:00,172,False,Thursday,False,0.004
248,456,791,603,859,582,682,ZA,Premium,2024-01-31 21:50:00,131,False,Wednesday,False,0.004
249,456,331,857,736,597,320,ZA,Premium,2024-12-11 10:27:00,32,True,Wednesday,True,0.004
250,456,127,615,859,37,453,ZA,Premium,2022-12-22 18:07:00,175,False,Thursday,False,0.004
251,456,274,531,128,631,682,ZA,Premium,2022-04-26 12:00:00,122,False,Tuesday,False,0.004
252,456,791,603,859,585,825,ZA,Premium,2024-04-05 10:45:00,174,False,Friday,False,0.004
253,456,120,521,128,93,266,ZA,Premium,2022-08-12 13:40:00,175,False,Friday,True,0.004
254,456,63,194,433,688,792,ZA,Premium,2022-04-06 18:53:00,162,False,Wednesday,False,0.004
255,456,408,320,201,37,862,ZA,Premium,2022-12-04 18:50:00,31,True,Sunday,False,0.004
256,456,788,367,201,43,791,ZA,Premium,2023-02-18 21:14:00,84,False,Saturday,False,0.004
257,456,791,603,859,770,884,AU,Premium,2024-06-28 23:53:00,164,False,Friday,False,0.004
258,456,638,498,718,656,782,ZA,Premium,2024-01-15 06:20:00,145,False,Monday,False,0.004
259,456,513,768,718,457,597,DE,Premium,2022-10-26 22:45:00,146,False,Wednesday,False,0.004
260,456,791,603,859,540,97,ZA,Premium,2022-12-24 11:18:00,203,False,Saturday,False,0.004
261,456,966,855,736,696,352,ZA,Premium,2022-09-18 11:35:00,156,False,Sunday,True,0.004
262,456,969,606,859,138,906,ZA,Premium,2024-05-02 09:03:00,197,False,Thursday,False,0.004
263,456,901,540,128,39,600,ZA,Premium,2024-09-29 20:49:00,167,False,Sunday,False,0.004
264,456,969,606,859,829,67,ZA,Free,2023-05-06 07:24:00,40,True,Saturday,False,0.002
265,456,680,434,86,380,973,ZA,Premium,2023-01-03 17:29:00,143,False,Tuesday,False,0.004
266,456,791,603,859,322,542,ZA,Premium,2024-01-24 12:55:00,166,False,Wednesday,False,0.004
267,456,20,797,718,104,207,ZA,Premium,2024-03-13 18:03:00,139,False,Wednesday,False,0.004
268,456,408,320,201,674,312,ZA,Premium,2024-07-08 21:34:00,174,False,Monday,False,0.004
269,456,812,616,859,530,865,ZA,Premium,2022-04-26 17:43:00,180,False,Tuesday,False,0.004
270,456,45,595,736,669,34,ZA,Premium,2024-11-17 10:11:00,212,False,Sunday,False,0.004
271,456,20,797,718,156,749,ZA,Premium,2022-10-16 12:21:00,180,False,Sunday,False,0.004
272,456,791,603,859,955,833,ZA,Premium,2024-04-30 15:11:00,154,False,Tuesday,False,0.004
273,456,408,320,201,278,675,ZA,Premium,2022-04-27 20:41:00,129,False,Wednesday,False,0.004
274,456,408,320,201,882,427,ZA,Premium,2022-09-10 09:52:00,25,True,Saturday,False,0.0
275,456,634,858,736,969,782,ZA,Premium,2024-05-06 09:44:00,150,False,Monday,False,0.004
276,456,64,595,736,11,991,ZA,Premium,2024-08-23 06:51:00,31,True,Friday,False,0.004
277,456,27,256,128,614,991,ZA,Premium,2023-01-20 21:14:00,162,False,Friday,False,0.004
